brand,model,form_factor,frequency_response,has_microphone,is_wireless,type,color,price
iogear,kaliber gaming nukleus,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
imation,eb50,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,pink / white,0.0
imation,eb50-pnk,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,pink / white,0.0
imation,mcb300,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,blue / white,0.0
imation,st550,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
ingram micro,jabra uc voice 550 ms duo,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
jbl,quantum 100,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,blue,0.0
jbl,quantum 200,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
jbl,quantum 300,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
jbl,quantum 400,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
jbl,quantum 600,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
jbl,quantum 800,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
jbl,quantum one,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
jvc,ha-enr15-b-k,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
jvc,ha-rx300,circumaural,"{'min': 12.0, 'max': 22000.0, 'default': none}",False,False,closed,black,0.0
jvc,ha-rx500,circumaural,"{'min': 10.0, 'max': 22000.0, 'default': none}",False,False,closed,black / white,0.0
jvc,harx700,circumaural,"{'min': 8.0, 'max': 25000.0, 'default': none}",False,False,closed,black,0.0
jvc,harx900,circumaural,"{'min': 7.0, 'max': 26000.0, 'default': none}",False,False,closed,black,0.0
jaybird,bluebuds x sport,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,True,closed,black / silver,0.0
krk,kns-6400,circumaural,"{'min': 10.0, 'max': 22000.0, 'default': none}",False,False,closed,black,0.0
krk,kns-8400,circumaural,"{'min': 5.0, 'max': 23000.0, 'default': none}",False,False,closed,black,0.0
kensington,ivg-kmw33084,supra-aural,"{'min': 5.0, 'max': 23000.0, 'default': none}",False,False,closed,black / blue,0.0
kensington,ivg-kmw33137,supra-aural,"{'min': 5.0, 'max': 23000.0, 'default': none}",False,False,closed,black,0.0
kensington,k33084,supra-aural,"{'min': 5.0, 'max': 23000.0, 'default': none}",False,False,closed,black / blue,0.0
kingston,cloud freestyle,circumaural,"{'min': 15.0, 'max': 25000.0, 'default': none}",True,False,closed,black / white,0.0
kingston,cloud ii,circumaural,"{'min': 15.0, 'max': 25000.0, 'default': none}",True,False,closed,black / red,0.0
kingston,hyperx cloud,circumaural,"{'min': 15.0, 'max': 25000.0, 'default': none}",True,False,closed,black / red,0.0
kingston,hyperx cloud alpha,circumaural,"{'min': 13.0, 'max': 27000.0, 'default': none}",True,False,closed,black / red,0.0
kingston,hyperx cloud alpha cloud 9 edition,circumaural,"{'min': 13.0, 'max': 27000.0, 'default': none}",True,False,closed,black / blue,0.0
kingston,hyperx cloud alpha s,circumaural,"{'min': 13.0, 'max': 27000.0, 'default': none}",True,False,closed,black,0.0
kingston,hyperx cloud core,circumaural,"{'min': 15.0, 'max': 25000.0, 'default': none}",True,False,closed,black / red,0.0
kingston,hyperx cloud flight,circumaural,"{'min': 15.0, 'max': 23000.0, 'default': none}",True,True,closed,black / red,0.0
kingston,hyperx cloud flight s,circumaural,"{'min': 10.0, 'max': 22000.0, 'default': none}",True,True,closed,black / silver,0.0
kingston,hyperx cloud ii,circumaural,"{'min': 15.0, 'max': 25000.0, 'default': none}",True,False,closed,black / red,0.0
kingston,hyperx cloud mix,circumaural,"{'min': 10.0, 'max': 40000.0, 'default': none}",True,True,closed,black / silver,0.0
kingston,hyperx cloud orbit,circumaural,"{'min': 10.0, 'max': 50000.0, 'default': none}",True,False,closed,black / gray,0.0
kingston,hyperx cloud orbit s,circumaural,"{'min': 10.0, 'max': 50000.0, 'default': none}",True,False,closed,black / gray,0.0
kingston,hyperx cloud revolver,circumaural,"{'min': 12.0, 'max': 28000.0, 'default': none}",True,False,closed,black / red,0.0
kingston,hyperx cloud revolver s,circumaural,"{'min': 12.0, 'max': 28000.0, 'default': none}",True,False,closed,silver,0.0
kingston,hyperx cloud stinger,circumaural,"{'min': 18.0, 'max': 23000.0, 'default': none}",True,False,closed,black / red,0.0
kingston,hyperx edition steelseries siberia v2,circumaural,"{'min': 18.0, 'max': 28000.0, 'default': none}",True,False,closed,black / blue,0.0
klipsch,image s3,in ear,"{'min': 12.0, 'max': 18000.0, 'default': none}",False,False,closed,black / red,0.0
klipsch,image s4i,in ear,"{'min': 10.0, 'max': 19000.0, 'default': none}",False,False,closed,black / silver,0.0
klipsch,image x5,earbud,"{'min': 10.0, 'max': 19000.0, 'default': none}",False,False,closed,black / silver,0.0
klipsch,kg-300,circumaural,"{'min': 16.0, 'max': 23000.0, 'default': none}",True,True,closed,black,0.0
klipsch,mode m40,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / red,0.0
klipsch,r6 white,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,white,0.0
klipsch,r6i white,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,white,0.0
klipsch,r6m,in ear,"{'min': 10.0, 'max': 19000.0, 'default': none}",True,False,closed,black,0.0
koss,cl3n,in ear,"{'min': 60.0, 'max': 20000.0, 'default': none}",False,False,closed,white,0.0
koss,clipper green,supra-aural,"{'min': 60.0, 'max': 20000.0, 'default': none}",False,False,closed,green / white,0.0
koss,clippers,supra-aural,"{'min': 60.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,cs-100,supra-aural,"{'min': 60.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
koss,cs100 usb,supra-aural,"{'min': 30.0, 'max': 16000.0, 'default': none}",True,False,closed,black / silver,0.0
koss,cs95,supra-aural,"{'min': 30.0, 'max': 16000.0, 'default': none}",True,False,closed,black / silver,0.0
koss,cs95usb,supra-aural,"{'min': 30.0, 'max': 16000.0, 'default': none}",True,False,closed,black / silver,0.0
koss,cz-163684,supra-aural,"{'min': 15.0, 'max': 25000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,cz-164020,supra-aural,"{'min': 5.0, 'max': 25000.0, 'default': none}",False,False,closed,black,0.0
koss,cz-168486,in ear,"{'min': 10.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,cz-168990,in ear,"{'min': 10.0, 'max': 20000.0, 'default': none}",False,False,closed,black,0.0
koss,cz-175481,earbud,"{'min': 70.0, 'max': 20000.0, 'default': none}",False,False,closed,black,0.0
koss,cz-176801,earbud,"{'min': 70.0, 'max': 20000.0, 'default': none}",False,False,closed,white,0.0
koss,cz-178295,circumaural,"{'min': 18.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,cs100,supra-aural,"{'min': 18.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,hb79,supra-aural,"{'min': 30.0, 'max': 15000.0, 'default': none}",False,True,closed,black,0.0
koss,hq2,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
koss,jams aa,earbud,"{'min': 40.0, 'max': 20000.0, 'default': none}",False,False,closed,green / white,0.0
koss,kc25,circumaural,"{'min': 20.0, 'max': 18000.0, 'default': none}",False,False,closed,black,0.0
koss,kde250,earbud,"{'min': 40.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,ke8z,in ear,"{'min': 60.0, 'max': 20000.0, 'default': none}",False,False,closed,black,0.0
koss,keb30k,in ear,"{'min': 15.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,keb40,in ear,"{'min': 15.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,keb6k,in ear,"{'min': 15.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,keb6w,in ear,"{'min': 15.0, 'max': 20000.0, 'default': none}",False,False,closed,white,0.0
koss,kmo10g,earbud,"{'min': 60.0, 'max': 20000.0, 'default': none}",False,False,closed,camo,0.0
koss,kmo10p,earbud,"{'min': 60.0, 'max': 20000.0, 'default': none}",False,False,closed,pink,0.0
koss,kmo15g,supra-aural,"{'min': 80.0, 'max': 20000.0, 'default': none}",False,False,closed,camo,0.0
koss,kmo15p,supra-aural,"{'min': 80.0, 'max': 20000.0, 'default': none}",False,False,closed,camo,0.0
koss,kmo20g,circumaural,"{'min': 80.0, 'max': 20000.0, 'default': none}",False,False,closed,camo,0.0
koss,kmo5g,earbud,"{'min': 60.0, 'max': 20000.0, 'default': none}",False,False,closed,green,0.0
koss,kmo5p,earbud,"{'min': 60.0, 'max': 20000.0, 'default': none}",False,False,closed,camo,0.0
koss,kph7w,supra-aural,"{'min': 60.0, 'max': 20000.0, 'default': none}",False,False,closed,black,0.0
koss,ksc17,supra-aural,"{'min': 40.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,ksc21,supra-aural,"{'min': 50.0, 'max': 18000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,ksc75,supra-aural,"{'min': 50.0, 'max': 18000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,ktxpro1,supra-aural,"{'min': 50.0, 'max': 18000.0, 'default': none}",False,False,closed,blue / silver,0.0
koss,mirage pink,in ear,"{'min': 15.0, 'max': 20000.0, 'default': none}",False,False,closed,pink / white,0.0
koss,mix jockey dj,circumaural,"{'min': 15.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,plug,in ear,"{'min': 15.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,portaproktc,supra-aural,"{'min': 15.0, 'max': 25000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,prodj100,circumaural,"{'min': 15.0, 'max': 25000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,pathfinder,in ear,"{'min': 15.0, 'max': 25000.0, 'default': none}",False,False,closed,black / white,0.0
koss,portapro,supra-aural,"{'min': 15.0, 'max': 25000.0, 'default': none}",False,False,open,black / blue,0.0
koss,qz5,circumaural,"{'min': 40.0, 'max': 20000.0, 'default': none}",False,False,closed,black / red,0.0
koss,qz9922,circumaural,"{'min': 40.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,qzpro,circumaural,"{'min': 40.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,r/80,circumaural,"{'min': 40.0, 'max': 20000.0, 'default': none}",False,False,closed,black,0.0
koss,sb40,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
koss,sb42,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
koss,sb45,circumaural,"{'min': 18.0, 'max': 20000.0, 'default': none}",True,False,closed,black / white,0.0
koss,sb45 07,circumaural,"{'min': 18.0, 'max': 20000.0, 'default': none}",True,False,closed,black / white,0.0
koss,sb45 usb,circumaural,"{'min': 18.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
koss,sb49,circumaural,"{'min': 18.0, 'max': 20000.0, 'default': none}",True,False,closed,black / white,0.0
koss,sb49 07,circumaural,"{'min': 18.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
koss,td85 07,circumaural,"{'min': 20.0, 'max': 17000.0, 'default': none}",True,False,closed,black / silver,0.0
koss,ur/10,supra-aural,"{'min': 60.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,ur/29,circumaural,"{'min': 18.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
koss,ur22v,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black,0.0
koss,ur55,circumaural,"{'min': 18.0, 'max': 22000.0, 'default': none}",False,False,open,brown / black,0.0
labtec,axis-311,supra-aural,"{'min': 18.0, 'max': 22000.0, 'default': none}",True,False,closed,black,0.0
labtec,go-420,supra-aural,"{'min': 18.0, 'max': 22000.0, 'default': none}",False,False,closed,black,0.0
labtec,lt215rexw,earbud,"{'min': 18.0, 'max': 22000.0, 'default': none}",False,False,closed,black,0.0
lenovo,p950,circumaural,"{'min': 125.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
logitech,b530,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
logitech,bh320,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
logitech,g pro,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
logitech,g230,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
logitech,g231 prodigy,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / orange,0.0
logitech,g233 prodigy,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / blue,0.0
logitech,g332,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
logitech,g35,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
logitech,g430,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / blue,0.0
logitech,g432,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / blue,0.0
logitech,g433 (black),circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,open,black,0.0
logitech,g433 (blue),circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,open,blue,0.0
logitech,g433 (camo blue),circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,open,black,0.0
logitech,g433 (red),circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,open,red,0.0
logitech,g533,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
logitech,g633 artemis spectrum,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / blue,0.0
logitech,g635,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / blue,0.0
logitech,g733,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
logitech,g930,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black / red,0.0
logitech,g933 artemis spectrum,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black / blue,0.0
logitech,g933 artemis spectrum andromeda,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,white / blue,0.0
logitech,g933 artemis spectrum snow,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,white / blue,0.0
logitech,g935,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
logitech,h110,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
logitech,h111,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
logitech,h150,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / white,0.0
logitech,h340,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
logitech,h390,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
logitech,h540,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / blue,0.0
logitech,h600,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black / blue,0.0
logitech,h650e,supra-aural,"{'min': 50.0, 'max': 10000.0, 'default': none}",True,False,closed,black,0.0
logitech,h800,supra-aural,"{'min': 30.0, 'max': 15000.0, 'default': none}",True,False,closed,black,0.0
logitech,h820e,supra-aural,"{'min': 150.0, 'max': 7000.0, 'default': none}",True,False,closed,black / silver,0.0
logitech,pro x gaming,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
logitech,ue 100,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,multicolor,0.0
logitech,ue 200,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / blue,0.0
logitech,ue 500,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
logitech,ue 500vi,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
logitech,ue 900,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / blue,0.0
logitech,ue200,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / purple,0.0
logitech,ultimate ears 200,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,blue,0.0
logitech,ultimate ears 200vi,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,blue,0.0
logitech,ultimate ears 350,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
logitech,ultimate ears 350vm,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
logitech,ultimate ears 4000,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / white,0.0
logitech,ultimate ears 500vm,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
lucidsound,ls25,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
lucidsound,ls31,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,gray,0.0
lucidsound,ls35x,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
lucidsound,ls41,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
lyxpro,has-30,circumaural,"{'min': 15.0, 'max': 26000.0, 'default': none}",False,False,closed,black,0.0
m-audio,studiophile q40,circumaural,"{'min': 10.0, 'max': 20000.0, 'default': none}",False,False,closed,black,0.0
msi,ds501,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
msi,ds502,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
msi,immerse gh50,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
msi,immerse gh30,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
mad catz,f.r.e.q. 3,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / white,0.0
mad catz,f.r.e.q. 5,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
mad catz,f.r.e.q. 7,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
mad catz,f.r.e.q. m,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
mad catz,f.r.e.q.4d,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
mad catz,f.r.e.q.9,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black / red,0.0
mad catz,f.r.e.q.te,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / blue,0.0
mad catz,kunai,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
mad catz,mcb434040002/02/1,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
mad catz,mov471060002/04/1,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
mad catz,tri903570a04/02/1,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / blue,0.0
mad catz,tri903590003/02/1,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
mad catz,triax180,circumaural,"{'min': 25.0, 'max': 22000.0, 'default': none}",True,False,closed,black,0.0
mad catz,tritton kunai,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / white,0.0
mad catz,titanfall f.r.e.q.4d,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,orange / white,0.0
marshall,major ii (black),supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
memorex,cb25,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,pink / white,0.0
memorex,eb300a,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
memorex,eb50-grn,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,green / white,0.0
microsoft,l2 lifechat lx-1000,supra-aural,"{'min': 80.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
microsoft,l2 lifechat lx-2000,supra-aural,"{'min': 80.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
microsoft,l2 lifechat lx-3000,circumaural,"{'min': 80.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
microsoft,lifechat lx-4000,supra-aural,"{'min': 75.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
microsoft,lifechat lx-6000,supra-aural,"{'min': 75.0, 'max': 20000.0, 'default': none}",True,False,closed,black / silver,0.0
microsoft,surface headset,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,gray,0.0
mionix,nash 20,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
mionix,nash-20,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,semi-open,black,0.0
monoprice,monolith m1060,circumaural,"{'min': 10.0, 'max': 50000.0, 'default': none}",False,False,open,black / brown,0.0
monoprice,monolith m560,circumaural,"{'min': 16.0, 'max': 40000.0, 'default': none}",False,False,closed,black / brown,0.0
monoprice,monolith m565,circumaural,"{'min': 10.0, 'max': 45000.0, 'default': none}",False,False,open,black / brown,0.0
motorola,sf200,in ear,"{'min': 10.0, 'max': 45000.0, 'default': none}",False,False,closed,black / red,0.0
nox,krom kyus,circumaural,"{'min': 16.0, 'max': 20000.0, 'default': none}",True,False,closed,black / orange,0.0
naztech,i9bt,circumaural,"{'min': 16.0, 'max': 20000.0, 'default': none}",True,True,closed,black / silver,0.0
ozone gaming,ozonda3hx,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
ozone gaming,ozondast,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
ozone gaming,ozragestr,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
ozone gaming,ozragestw,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / white,0.0
ozone gaming,ozragesty,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / yellow,0.0
ozone gaming,ozspark,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black / red,0.0
pdp,afterglow prismatic,circumaural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,True,closed,black,0.0
pny,aud-e-202-wh-a-rb,in ear,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,white,0.0
panasonic,kx-tca400,supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': none}",True,False,closed,black,0.0
panasonic,rp-dh1250-s,circumaural,"{'min': 5.0, 'max': 30000.0, 'default': none}",False,False,closed,black / silver,0.0
panasonic,rp-dj1205-s,supra-aural,"{'min': 5.0, 'max': 30000.0, 'default': none}",False,False,closed,black / silver,0.0
panasonic,rp-djs150m-k,supra-aural,"{'min': 5.0, 'max': 30000.0, 'default': none}",True,False,closed,black,0.0
panasonic,rp-djs150m-w,supra-aural,"{'min': 5.0, 'max': 30000.0, 'default': none}",True,False,closed,white,0.0
panasonic,rp-djs200-k,supra-aural,"{'min': 12.0, 'max': 25000.0, 'default': none}",False,False,closed,black,0.0
panasonic,rp-djs400-a,supra-aural,"{'min': 10.0, 'max': 27000.0, 'default': none}",False,False,closed,black / blue,0.0
panasonic,rp-djs400-d,supra-aural,"{'min': 10.0, 'max': 27000.0, 'default': none}",False,False,closed,orange / white,0.0
panasonic,rp-djs400-g,supra-aural,"{'min': 10.0, 'max': 27000.0, 'default': none}",False,False,closed,green / white,0.0
panasonic,rp-djs400-k,circumaural,"{'min': 10.0, 'max': 27000.0, 'default': none}",False,False,closed,black / orange,0.0
panasonic,rp-djs400-r,supra-aural,"{'min': 10.0, 'max': 27000.0, 'default': none}",False,False,closed,black / red,0.0
panasonic,rp-djs400-w,circumaural,"{'min': 10.0, 'max': 27000.0, 'default': none}",False,False,closed,white,0.0
panasonic,rp-djs400-z,supra-aural,"{'min': 10.0, 'max': 27000.0, 'default': none}",False,False,closed,white / pink,0.0
panasonic,rp-hc101-k,supra-aural,"{'min': 18.0, 'max': 24000.0, 'default': none}",False,False,closed,black / silver,0.0
panasonic,rp-hc200-g,circumaural,"{'min': 10.0, 'max': 24000.0, 'default': none}",False,False,closed,black / green,0.0
panasonic,rp-hc200-k,circumaural,"{'min': 10.0, 'max': 24000.0, 'default': none}",False,False,closed,black,0.0
panasonic,rp-hc200-w,circumaural,"{'min': 10.0, 'max': 24000.0, 'default': none}",True,False,closed,black / white,0.0
panasonic,rp-hc55-s,in ear,"{'min': 10.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
panasonic,rp-hc56-k,earbud,"{'min': 10.0, 'max': 20000.0, 'default': none}",False,False,closed,black / silver,0.0
panasonic,rp-hc720-k,circumaural,"{'min': 10.0, 'max': 30000.0, 'default': none}",False,False,closed,black,0.0
panasonic,rp-hjc120-w,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,white,0.0
panasonic,rp-hje120-a,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,blue / white,0.0
panasonic,rp-hje120-d,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,orange / white,0.0
panasonic,rp-hje120-g,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,green / white,0.0
panasonic,rp-hje120-k,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black,0.0
panasonic,rp-hje120-p,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,pink / white,0.0
panasonic,rp-hje120-s,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,silver / white,0.0
panasonic,rp-hje120-v,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,white / purple,0.0
panasonic,rp-hje125-a,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,blue,0.0
panasonic,rp-hje125-d,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,orange,0.0
panasonic,rp-hje125-k,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,black,0.0
panasonic,rp-hje125-p,earbud,"{'min': 20.0, 'max': 20000.0, 'default': none}",False,False,closed,pink,0.0
