brand,model,capacity,price_per_gb,storage_type,platter_rpm,cache_amount,form_factor,interface,price
Crucial,MX100,{'total': 128000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Crucial,MX200,{'total': 250000000000},"['USD', '0.00']",SSD,,,mSATA,mSATA,"['USD', '0.00']"
Crucial,MX300,{'total': 275000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (B+M),"['USD', '0.00']"
Crucial,MX500,{'total': 250000000000},"['USD', '0.140']",SSD,,,M.2-2280,M.2 (B+M),"['USD', '34.99']"
Crucial,P1,{'total': 2000000000000},"['USD', '0.110']",SSD,,,M.2-2280,M.2 (M),"['USD', '220.00']"
Crucial,P2,{'total': 250000000000},"['USD', '0.200']",SSD,,,M.2-2280,M.2 (M),"['USD', '49.99']"
Crucial,P5,{'total': 1000000000000},"['USD', '0.120']",SSD,,,M.2-2280,M.2 (M),"['USD', '119.99']"
Crucial,RealSSD C300,{'total': 64000000000},"['USD', '0.00']",SSD,,,"1.8""",Micro SATA 6 Gb/s,"['USD', '0.00']"
Crucial,V4,{'total': 128000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Dell,341-9520,{'total': 450000000000},"['USD', '0.00']",HDD,15000.0,{'total': 16000000},"3.5""",SAS 3 Gb/s,"['USD', '0.00']"
Dell,342-3520,{'total': 1000000000000},"['USD', '0.239']",HDD,7200.0,,"2.5""",SAS 3 Gb/s,"['USD', '239.00']"
Dell,F617N,{'total': 300000000000},"['USD', '0.00']",HDD,15000.0,{'total': 16000000},"3.5""",SAS 6 Gb/s,"['USD', '0.00']"
Dell,K054N,{'total': 600000000000},"['USD', '0.308']",HDD,10000.0,{'total': 16000000},"3.5""",SAS 6 Gb/s,"['USD', '185.00']"
Drevo,Ares,{'total': 256000000000},"['USD', '0.00']",SSD,,,PCI-E,PCIe x1,"['USD', '0.00']"
Drevo,ES,{'total': 128000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Drevo,X1,{'total': 120000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Drevo,X1 Pro,{'total': 1000000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Edge Tech,Boost Pro Slim,{'total': 240000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Edge Tech,PE233846,{'total': 480000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Edge Tech,Pro,{'total': 480000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Eluktro,Pro Performance,{'total': 512000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Eluktro,Pro-X Performance,{'total': 128000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (M),"['USD', '0.00']"
Eluktronics,TRO-1TB-PRO-X,{'total': 1000000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (M),"['USD', '0.00']"
Eluktronics,TRO-500GB-PRO-X,{'total': 500000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (M),"['USD', '0.00']"
G.Skill,PHOENIX EVO,{'total': 115000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
G.Skill,Phoenix Blade,{'total': 960000000000},"['USD', '0.00']",SSD,,,PCI-E,PCIe x8,"['USD', '0.00']"
G.Skill,Phoenix FTL,{'total': 240000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
G.Skill,Phoenix III,{'total': 120000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
G.Skill,Phoenix Pro Series,{'total': 240000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
G.Skill,Phoenix Series,{'total': 60000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
G.Skill,Sniper Gaming Series,{'total': 60000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Gigabyte,AORUS,{'total': 500000000000},"['USD', '0.240']",SSD,,{'total': 512000000},M.2-2280,M.2 (M),"['USD', '119.99']"
Gigabyte,AORUS Gen4,{'total': 1000000000000},"['USD', '0.180']",SSD,,{'total': 2048000000},M.2-2280,M.2 (M),"['USD', '179.99']"
Gigabyte,AORUS NVMe Gen4,{'total': 1000000000000},"['USD', '0.200']",SSD,,,M.2-2280,M.2 (M),"['USD', '199.99']"
Gigabyte,AORUS RGB,{'total': 256000000000},"['USD', '0.312']",SSD,,{'total': 512000000},M.2-2280,M.2 (M),"['USD', '79.98']"
Gigabyte,GP-ASACNE6800TTTDA,{'total': 8000000000000},"['USD', '0.00']",SSD,,,PCI-E,PCIe x16,"['USD', '0.00']"
Gigabyte,GP-GSM2NE3100TNTD,{'total': 1000000000000},"['USD', '0.120']",SSD,,,M.2-2280,M.2 (M),"['USD', '119.99']"
Gigabyte,GP-GSM2NE8128GNTD,{'total': 128000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (B+M),"['USD', '0.00']"
Gigabyte,GP-GSM2NE8256GNTD,{'total': 256000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (B+M),"['USD', '0.00']"
Gigabyte,GP-GSM2NE8512GNTD,{'total': 512000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (B+M),"['USD', '0.00']"
Gigabyte,GP-GSTFS31120GNTD,{'total': 120000000000},"['USD', '0.242']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '29.06']"
Gigabyte,GP-GSTFS31240GNTD,{'total': 240000000000},"['USD', '0.112']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '26.99']"
Gigabyte,GP-GSTFS31256GTND,{'total': 256000000000},"['USD', '0.195']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '49.95']"
Gigabyte,UD PRO,{'total': 512000000000},"['USD', '0.195']",SSD,,{'total': 512000000},"2.5""",SATA 6 Gb/s,"['USD', '99.99']"
HP,1FU88AA#ABA,{'total': 512000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (M),"['USD', '0.00']"
HP,2DP97AA#ABC,{'total': 120000000000},"['USD', '0.208']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '24.99']"
HP,628065-B21,{'total': 3000000000000},"['USD', '0.00']",HDD,7200.0,,"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
HP,653950-001,{'total': 146000000000},"['USD', '1.740']",HDD,15000.0,,"2.5""",SAS 6 Gb/s,"['USD', '253.99']"
HP,691862-B21,{'total': 100000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
HP,718171-B21,{'total': 120000000000},"['USD', '0.00']",SSD,,,"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
HP,E2P03AA,{'total': 900000000000},"['USD', '0.00']",HDD,10000.0,{'total': 16000000},"3.5""",SAS 6 Gb/s,"['USD', '0.00']"
HP,EX900,{'total': 120000000000},"['USD', '0.291']",SSD,,,M.2-2280,M.2 (M),"['USD', '34.95']"
HP,EX920,{'total': 256000000000},"['USD', '0.201']",SSD,,{'total': 256000000},M.2-2280,M.2 (M),"['USD', '51.53']"
HP,EX950,{'total': 1000000000000},"['USD', '0.135']",SSD,,,M.2-2280,M.2 (M),"['USD', '134.99']"
HP,HP mSATA,{'total': 256000000000},"['USD', '0.00']",SSD,,,mSATA,mSATA,"['USD', '0.00']"
HP,S600,{'total': 120000000000},"['USD', '0.232']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '27.80']"
HP,S700,{'total': 500000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (B+M),"['USD', '0.00']"
HP,Value Endurance SFF,{'total': 240000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
HP,Y6P08AA,{'total': 2000000000000},"['USD', '1.066']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '2132.98']"
HP,Z Turbo Drive G2,{'total': 256000000000},"['USD', '0.00']",SSD,,,PCI-E,PCIe x4,"['USD', '0.00']"
HP,Z Turbo Drive PCIe,{'total': 256000000000},"['USD', '0.234']",SSD,,,M.2-2280,M.2 (M),"['USD', '59.99']"
Hitachi,0A39289,{'total': 1000000000000},"['USD', '0.049']",HDD,7200.0,{'total': 32000000},"3.5""",SATA 3 Gb/s,"['USD', '48.99']"
Hitachi,0A78743,{'total': 320000000000},"['USD', '0.094']",HDD,7200.0,{'total': 16000000},"2.5""",SATA 3 Gb/s,"['USD', '29.99']"
Hitachi,0B36040,{'total': 4000000000000},"['USD', '0.045']",HDD,7200.0,{'total': 256000000},"3.5""",SATA 6 Gb/s,"['USD', '181.25']"
Hitachi,0F10381,{'total': 500000000000},"['USD', '0.00']",HDD,7200.0,{'total': 16000000},"3.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,0F10942,{'total': 2000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 32000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,0F14683,{'total': 4000000000000},"['USD', '0.053']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '211.15']"
Hitachi,0F14689,{'total': 3000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,0F14690,{'total': 2000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,0F18335,{'total': 6000000000000},"['USD', '0.065']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '388.89']"
Hitachi,0F19847,{'total': 4000000000000},"['USD', '0.00']",HDD,5700.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,0F22941,{'total': 4000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 128000000},"3.5""",SAS 12 Gb/s,"['USD', '0.00']"
Hitachi,0F23006,{'total': 4000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 128000000},"3.5""",SAS 12 Gb/s,"['USD', '0.00']"
Hitachi,0F23090,{'total': 4000000000000},"['USD', '0.057']",HDD,7200.0,{'total': 128000000},"3.5""",SAS 12 Gb/s,"['USD', '229.95']"
Hitachi,0F23663,{'total': 6000000000000},"['USD', '0.194']",HDD,7200.0,{'total': 128000000},"3.5""",SATA 6 Gb/s,"['USD', '1163.00']"
Hitachi,0F27402,{'total': 10000000000000},"['USD', '0.031']",HDD,7200.0,{'total': 256000000},"3.5""",SAS 12 Gb/s,"['USD', '314.99']"
Hitachi,0F27406,{'total': 8000000000000},"['USD', '0.041']",HDD,7200.0,{'total': 256000000},"3.5""",SAS 12 Gb/s,"['USD', '331.51']"
Hitachi,0F29530,{'total': 12000000000000},"['USD', '0.042']",HDD,7200.0,{'total': 256000000},"3.5""",SAS 12 Gb/s,"['USD', '499.99']"
Hitachi,0F30144,{'total': 12000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 256000000},"3.5""",SAS 12 Gb/s,"['USD', '0.00']"
Hitachi,0G02001,{'total': 3000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 32000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,0J11561,{'total': 500000000000},"['USD', '0.078']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 3 Gb/s,"['USD', '38.99']"
Hitachi,0J11562,{'total': 640000000000},"['USD', '0.00']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,0J11563,{'total': 750000000000},"['USD', '0.053']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 3 Gb/s,"['USD', '39.99']"
Hitachi,0J23353,{'total': 320000000000},"['USD', '0.00']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,0S03355,{'total': 4000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,0S03363,{'total': 4000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,0S03364,{'total': 4000000000000},"['USD', '0.00']",HDD,5400.0,{'total': 32000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,0TS1303,{'total': 3200000000000},"['USD', '0.00']",SSD,,,PCI-E,PCIe x8,"['USD', '0.00']"
Hitachi,0TS1351,{'total': 1920000000000},"['USD', '0.00']",SSD,,,PCI-E,PCIe x8,"['USD', '0.00']"
Hitachi,0Y30051,{'total': 160000000000},"['USD', '0.00']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,0Y30055,{'total': 500000000000},"['USD', '0.270']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 3 Gb/s,"['USD', '135.00']"
Hitachi,Deskstar,{'total': 1000000000000},"['USD', '0.196']",HDD,7200.0,{'total': 32000000},"3.5""",SATA 3 Gb/s,"['USD', '195.77']"
Hitachi,Deskstar 5K1000,{'total': 500000000000},"['USD', '0.00']",HDD,5400.0,{'total': 8000000},"3.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,Deskstar 5K3000,{'total': 3000000000000},"['USD', '0.027']",HDD,5400.0,{'total': 32000000},"3.5""",SATA 6 Gb/s,"['USD', '79.89']"
Hitachi,Deskstar 7K1000.C,{'total': 160000000000},"['USD', '0.00']",HDD,7200.0,{'total': 8000000},"3.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,Deskstar 7K1000.D,{'total': 1000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 32000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,Deskstar 7K2000,{'total': 2000000000000},"['USD', '0.027']",HDD,7200.0,{'total': 32000000},"3.5""",SATA 3 Gb/s,"['USD', '54.89']"
Hitachi,Deskstar 7K3000,{'total': 2000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,Deskstar 7K4000,{'total': 4000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,Deskstar NAS,{'total': 8000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 128000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,H3IK40003254SP,{'total': 4000000000000},"['USD', '0.00']",HDD,5400.0,{'total': 32000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,H3IK40003254SW,{'total': 4000000000000},"['USD', '0.00']",HDD,5400.0,{'total': 32000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,H3IK40003272SP,{'total': 4000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,H3IK40003272SW,{'total': 4000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,HDN724040ALE640,{'total': 4000000000000},"['USD', '0.052']",HDD,7200.0,,"3.5""",SATA 6 Gb/s,"['USD', '207.89']"
Hitachi,HDS723020ALA640,{'total': 2000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,HGST Ultra,{'total': 8000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 128000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,HGST Ultrastar,{'total': 6000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 128000000},"3.5""",SAS 12 Gb/s,"['USD', '0.00']"
Hitachi,HGST Ultrastar He10,{'total': 10000000000000},"['USD', '0.024']",HDD,7200.0,{'total': 256000000},"3.5""",SAS 12 Gb/s,"['USD', '240.00']"
Hitachi,HGST Ultrastar He8,{'total': 6000000000000},"['USD', '0.072']",HDD,7200.0,{'total': 128000000},"3.5""",SAS 12 Gb/s,"['USD', '429.75']"
Hitachi,HITACHI-0F12460,{'total': 3000000000000},"['USD', '0.00']",HDD,5400.0,{'total': 32000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,HTS547550A9E384,{'total': 500000000000},"['USD', '0.00']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,He6,{'total': 6000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,LYSB00TQ7YJ4G-ELECTRNCS,{'total': 2000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,MegaScale DC 4000.B,{'total': 4000000000000},"['USD', '0.00']",HDD,5400.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,P7K500,{'total': 500000000000},"['USD', '0.00']",HDD,7200.0,{'total': 8000000},"3.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,Product Series:5K100 Product Line:Travelstar,{'total': 640000000000},"['USD', '0.00']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,S800 S846,{'total': 1600000000000},"['USD', '0.00']",SSD,,,"2.5""",SAS 6 Gb/s,"['USD', '0.00']"
Hitachi,Travelstar,{'total': 160000000000},"['USD', '0.00']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,Travelstar 5K1000,{'total': 1000000000000},"['USD', '0.090']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 6 Gb/s,"['USD', '89.99']"
Hitachi,Travelstar 5K500.B,{'total': 250000000000},"['USD', '0.276']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 3 Gb/s,"['USD', '69.00']"
Hitachi,Travelstar 7K1000,{'total': 1000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 32000000},"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,Travelstar 7K500,{'total': 320000000000},"['USD', '0.163']",HDD,7200.0,{'total': 16000000},"2.5""",SATA 3 Gb/s,"['USD', '52.00']"
Hitachi,Travelstar 7K750,{'total': 750000000000},"['USD', '0.00']",HDD,7200.0,{'total': 16000000},"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,Travelstar Z5K320,{'total': 320000000000},"['USD', '0.00']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,Travelstar Z5K500,{'total': 320000000000},"['USD', '0.00']",HDD,5400.0,{'total': 8000000},"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,Travelstar Z7K320,{'total': 250000000000},"['USD', '0.00']",HDD,7200.0,{'total': 16000000},"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,Travelstar Z7K500,{'total': 500000000000},"['USD', '0.00']",HDD,7200.0,{'total': 32000000},"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar 7K3000,{'total': 3000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SAS 6 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar 7K4000,{'total': 3000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 64000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar 7K6000,{'total': 6000000000000},"['USD', '0.066']",HDD,7200.0,{'total': 128000000},"3.5""",SATA 6 Gb/s,"['USD', '398.90']"
Hitachi,Ultrastar A7K2000,{'total': 1000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 32000000},"3.5""",SATA 3 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar Archive Ha10,{'total': 10000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 256000000},"3.5""",SAS 6 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar C10K1200,{'total': 1200000000000},"['USD', '0.062']",HDD,10000.0,{'total': 64000000},"2.5""",SAS 6 Gb/s,"['USD', '75.00']"
Hitachi,Ultrastar C10K1800,{'total': 600000000000},"['USD', '0.00']",HDD,10520.0,{'total': 128000000},"2.5""",SAS 12 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar C10K900,{'total': 600000000000},"['USD', '0.00']",HDD,10000.0,{'total': 64000000},"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar C15K600,{'total': 600000000000},"['USD', '0.00']",HDD,15000.0,{'total': 128000000},"2.5""",SAS 12 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar C7K1000,{'total': 1000000000000},"['USD', '0.299']",HDD,7200.0,{'total': 64000000},"2.5""",SAS 6 Gb/s,"['USD', '298.99']"
Hitachi,Ultrastar DC SA620,{'total': 1600000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar He10,{'total': 10000000000000},"['USD', '0.028']",HDD,7200.0,{'total': 256000000},"3.5""",SATA 6 Gb/s,"['USD', '275.93']"
Hitachi,Ultrastar He12,{'total': 12000000000000},"['USD', '0.045']",HDD,7200.0,{'total': 256000000},"3.5""",SATA 6 Gb/s,"['USD', '541.99']"
Hitachi,Ultrastar He6,{'total': 6000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 128000000},"3.5""",SAS 6 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar He8,{'total': 8000000000000},"['USD', '0.00']",HDD,7200.0,{'total': 128000000},"3.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar SN260,{'total': 1600000000000},"['USD', '0.598']",SSD,,,PCI-E,PCIe x8,"['USD', '956.99']"
Hitachi,Ultrastar SSD1600MM,{'total': 200000000000},"['USD', '0.00']",SSD,,,"2.5""",SAS 12 Gb/s,"['USD', '0.00']"
Hitachi,Ultrastar SSD1600MR,{'total': 800000000000},"['USD', '5.136']",SSD,,,"2.5""",SAS 12 Gb/s,"['USD', '4109.00']"
Hitachi,Ultrastar SSD800MM,{'total': 400000000000},"['USD', '0.00']",SSD,,,"2.5""",SAS 12 Gb/s,"['USD', '0.00']"
Hitachi,s842,{'total': 800000000000},"['USD', '0.492']",SSD,,,"2.5""",SAS 6 Gb/s,"['USD', '393.61']"
Hyundai Technology,Cobalt,{'total': 960000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Hyundai Technology,Sapphire,{'total': 480000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
IBM,43X0805,{'total': 300000000000},"['USD', '0.168']",HDD,15000.0,{'total': 16000000},"3.5""",SAS 3 Gb/s,"['USD', '50.50']"
IBM,43X0839,{'total': 73400000000},"['USD', '0.00']",HDD,15000.0,{'total': 16000000},"2.5""",SAS 6 Gb/s,"['USD', '0.00']"
IBM,90Y8572,{'total': 2000000000000},"['USD', '0.250']",HDD,7200.0,,"3.5""",SAS 6 Gb/s,"['USD', '499.99']"
IBM,90Y8890,{'total': 600000000000},"['USD', '0.00']",HDD,10000.0,,"2.5""",SAS 6 Gb/s,"['USD', '0.00']"
Inland,1TBM,{'total': 1000000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Inland,2TB NVME PREMIU,{'total': 2000000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (M),"['USD', '0.00']"
Inland,2TB QLC NVME,{'total': 2000000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (M),"['USD', '0.00']"
Inland,349365,{'total': 240000000000},"['USD', '0.117']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '27.99']"
Inland,480 GB SSD,{'total': 480000000000},"['USD', '0.094']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '44.99']"
Inland,Premium,{'total': 512000000000},"['USD', '0.123']",SSD,,,M.2-2280,M.2 (M),"['USD', '62.99']"
Inland,Professional,{'total': 512000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (B+M),"['USD', '0.00']"
Integral,UltimaPro X2,{'total': 1920000000000},"['USD', '0.00']",SSD,,,M.2-2280,M.2 (M),"['USD', '0.00']"
Intel,310 Series,{'total': 80000000000},"['USD', '0.00']",SSD,,,mSATA,mSATA,"['USD', '0.00']"
Intel,313 Series,{'total': 20000000000},"['USD', '0.00']",SSD,,,mSATA,mSATA,"['USD', '0.00']"
Intel,320,{'total': 40000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 3 Gb/s,"['USD', '0.00']"
Intel,320 Series,{'total': 160000000000},"['USD', '0.962']",SSD,,,"2.5""",SATA 3 Gb/s,"['USD', '153.84']"
Intel,330 Series,{'total': 180000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Intel,335 Series,{'total': 80000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Intel,510 Series,{'total': 250000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Intel,520 Series Cherryville,{'total': 180000000000},"['USD', '1.666']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '299.95']"
Intel,525 Series,{'total': 90000000000},"['USD', '3.329']",SSD,,,mSATA,mSATA,"['USD', '299.58']"
Intel,530,{'total': 80000000000},"['USD', '0.00']",SSD,,,mSATA,mSATA,"['USD', '0.00']"
Intel,530 Series,{'total': 240000000000},"['USD', '0.746']",SSD,,,mSATA,mSATA,"['USD', '179.00']"
Intel,535 Series,{'total': 120000000000},"['USD', '2.500']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '300.00']"
Intel,540 Series,{'total': 120000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Intel,540s,{'total': 1000000000000},"['USD', '0.438']",SSD,,,M.2-2280,M.2 (B+M),"['USD', '438.00']"
Intel,540s Series,{'total': 180000000000},"['USD', '0.544']",SSD,,,M.2-2280,M.2 (B+M),"['USD', '97.98']"
Intel,5450s,{'total': 256000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
Intel,545s,{'total': 256000000000},"['USD', '0.396']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '101.27']"
Intel,600p Series,{'total': 512000000000},"['USD', '0.213']",SSD,,,M.2-2280,M.2 (M),"['USD', '109.00']"
Intel,660p,{'total': 512000000000},"['USD', '0.117']",SSD,,,M.2-2280,M.2 (M),"['USD', '59.99']"
Intel,660p Series,{'total': 1020000000000},"['USD', '0.108']",SSD,,,M.2-2280,M.2 (M),"['USD', '109.99']"
Intel,665p,{'total': 1000000000000},"['USD', '0.090']",SSD,,,M.2-2280,M.2 (M),"['USD', '89.99']"
Intel,710 Series ( Lyndonville),{'total': 100000000000},"['USD', '3.150']",SSD,,,"2.5""",SATA 3 Gb/s,"['USD', '314.99']"
Intel,730 Series,{'total': 240000000000},"['USD', '0.00']",SSD,,,"2.5""",SATA 6 Gb/s,"['USD', '0.00']"
